OSEBuildingID,Campus,NonResidential,Age_Built,AgeBuilt_classe,NumberofBuildings,NumberofFloors_classe,PropertyGFATotal_log,PropertyGFAParking_log,TotalPropertyUseTypes,PrimaryPropertyType,LargestPropertyUseTypeGFA_rel,SecondLargestPropertyUseTypeGFA_rel,ThirdLargestPropertyUseTypeGFA_rel,NaturalGas(kBtu)_bin,SteamUse(kBtu)_bin,ENERGYSTARScore,ENERGYSTARScore_imputed,SiteEnergyUse(kBtu),TotalGHGEmissions
1,0,1,95,3,1.0,3,11.390023097868895,0.0,1,Hotel,1.0,0.0,0.0,1,1,60.0,60.0,7226362.5,249.98
2,0,1,26,1,1.0,3,11.547974025246633,9.620129451564402,3,Hotel,0.8099183129598517,0.1454531409922175,0.04462854604793079,1,0,61.0,61.0,8387933.0,295.86
3,0,1,53,2,1.0,3,13.770629294080045,12.189531593509932,1,Hotel,0.791219629540534,0.0,0.0,1,1,43.0,43.0,72587024.0,2089.28
5,0,1,96,3,1.0,3,11.023877640745798,0.0,1,Hotel,1.0,0.0,0.0,1,1,56.0,56.00000000000001,6794584.0,286.43
8,0,1,42,1,1.0,3,12.075855753873482,11.034905792929415,3,Hotel,0.7030698257204693,0.38733910468162663,0.0,1,0,75.0,75.0,14172606.0,505.01
9,0,1,23,0,1.0,1,11.48544120936798,10.524037158179487,1,Other,0.9130622481703807,0.0,0.0,1,0,,35.2,12086616.0,301.81
10,0,1,96,3,1.0,3,11.326704314635162,0.0,1,Hotel,0.9800501156515035,0.0,0.0,1,0,27.0,27.0,5758795.0,176.14
11,0,1,96,3,1.0,3,11.540170913860424,0.0,1,Other,1.0,0.0,0.0,1,1,,45.6,6298131.5,221.51
12,0,1,118,4,1.0,3,12.007530239208668,0.0,1,Hotel,1.0,0.0,0.0,1,0,43.0,43.0,13723820.0,392.16
15,0,1,53,2,1.0,3,11.9392645217297,9.866823568164536,1,Hotel,0.8741275634454797,0.0,0.0,1,1,30.0,30.0,16016644.0,691.26
16,0,1,24,0,1.0,3,12.716429159281265,11.021281360620167,1,Hotel,1.0103969073402645,0.0,0.0,1,1,36.0,36.0,26941110.0,740.97
17,0,1,94,3,1.0,3,11.082296383198514,0.0,1,Hotel,1.0,0.0,0.0,1,1,48.0,48.0,6596057.5,328.23
18,0,1,42,1,1.0,3,12.66334874732981,10.961295207644392,2,Hotel,0.9353034638172887,0.18230617308958322,0.0,1,1,58.0,57.99999999999999,22325364.0,648.62
19,0,1,100,0,1.0,3,11.431617790897278,10.134638955251866,2,Hotel,0.7309903460245146,0.2733485193621868,0.0,1,1,35.0,35.0,10750010.0,511.39
21,0,1,18,0,1.0,3,12.928781055513184,10.950824090522445,3,Other,0.8857111650485436,0.11893203883495146,0.0026067961165048546,0,1,,79.6,18588860.0,181.38
22,0,1,92,3,1.0,3,11.55129966608712,0.0,3,Other,0.8661258192106707,0.38494480853807583,0.0,1,1,,52.39999999999999,9956396.0,433.86
23,0,1,39,1,1.0,3,12.939118194198793,11.350418300109132,2,Hotel,0.8367641088591601,0.20418899733593415,0.0,1,0,31.0,31.0,33556756.0,802.89
24,0,1,115,4,1.0,0,10.95872250123467,0.0,5,Mixed Use Property,0.28618672979182624,0.26987746292557263,0.16955023323818144,1,1,,52.19999999999999,7606084.5,273.02
25,0,1,106,4,1.0,3,11.555534661493144,0.0,1,Hotel,1.0,0.0,0.0,1,1,39.0,39.0,10154608.0,349.32
26,0,1,106,4,1.0,3,13.199992713700011,0.0,1,Other,0.9940595158783033,0.0,0.0,1,0,76.0,76.0,44984468.0,1265.29
27,0,1,37,1,1.0,3,12.861712644003578,0.0,1,Other,1.0,0.0,0.0,1,0,,66.60000000000001,47859812.0,1699.45
29,0,1,21,0,1.0,3,11.391808126699964,10.32833036107053,2,Hotel,0.6547543796279574,0.34524562037204265,0.0,1,0,84.0,84.0,3663534.5,90.01
30,0,1,94,3,1.0,3,11.748740394204184,0.0,1,University,0.9874163658338139,0.0,0.0,1,0,,58.99999999999999,11343686.0,388.04
31,0,1,92,3,1.0,1,11.115800481137065,0.0,1,Other,1.0,0.0,0.0,0,0,,70.0,1310236.625,9.13
32,0,1,31,1,1.0,3,11.974625968475259,10.31896899591978,4,Hotel,0.7101010864907106,0.2646903123345686,0.028359676321560917,1,0,,58.4,5328051.5,256.57
33,0,1,21,0,1.0,3,12.054476200865155,10.552735090806054,1,Hotel,0.7500552756217053,0.0,0.0,1,0,57.0,57.0,11061916.0,328.63
35,0,1,44,1,1.0,0,11.13328890939415,9.692828247710418,1,Hotel,0.7015640988159626,0.0,0.0,1,0,57.0,57.0,4456714.5,128.44
38,0,1,116,4,1.0,0,11.376681826100373,0.0,4,Small- and Mid-Sized Office,0.46919621370126746,0.20802869519378422,0.04935710847791708,1,0,,53.99999999999999,4145920.5,157.77
40,0,1,28,1,1.0,2,11.312912331044872,0.0,1,Hotel,1.0,0.0,0.0,1,0,29.0,28.999999999999996,6668568.5,215.0
41,0,1,67,2,1.0,1,11.611475844199505,0.0,1,Self-Storage Facility,0.2376400014498532,0.0,0.0,1,0,,50.0,318364.8125,3.93
43,1,0,30,1,1.0,0,13.111981673523193,0.0,5,Mixed Use Property,1.5298574272232157,1.2932209726474482,0.9290935362292482,1,0,8.0,8.0,448385312.0,16870.98
46,0,1,61,2,3.0,1,13.478772686065135,0.0,3,Warehouse,0.8626303222960531,0.3865031963534264,0.09942654688801911,0,0,,58.00000000000001,44731160.0,311.84
50,0,0,32,1,1.0,1,10.914852072639958,0.0,1,K-12 School,1.0,0.0,0.0,1,0,97.0,97.0,1650279.25,31.47
52,0,1,61,2,1.0,1,11.460589521950299,0.0,2,Small- and Mid-Sized Office,0.5857323498419389,0.4142676501580611,0.0,1,0,57.0,57.0,6186461.5,130.56
53,0,1,122,4,1.0,1,10.869615519257454,0.0,2,Small- and Mid-Sized Office,0.9709822278037827,0.14935114358564525,0.0,1,0,83.0,83.0,2951331.25,83.86
54,0,1,68,2,1.0,0,12.072632677297742,0.0,1,K-12 School,1.0,0.0,0.0,1,0,95.0,95.0,6994740.5,247.85
55,0,1,111,4,1.0,0,11.164601270548886,0.0,3,Self-Storage Facility,0.5445697447085824,0.3994701498880798,0.054670897911767206,1,0,,61.2,2158629.0,45.43
56,0,1,53,2,1.0,3,12.713525588195903,12.23549066116272,1,Hotel,1.049426567532585,0.0,0.0,1,0,67.0,67.0,16163194.0,295.33
57,0,1,49,1,1.0,0,12.03240949630686,0.0,3,Large Office,0.6148291348184278,0.3906611545668144,0.0029325164322041458,0,0,78.0,78.0,9536161.0,66.48
58,0,1,102,4,1.0,1,10.958304681204567,0.0,4,Other,0.9010761301107474,0.09892386988925263,0.0,1,0,,79.39999999999999,1247362.0,33.26
59,0,1,112,4,1.0,3,10.992066340225865,0.0,2,Small- and Mid-Sized Office,0.5883333333333334,0.08405723905723905,0.0,0,0,14.0,14.000000000000002,5071974.0,35.36
60,0,1,96,3,1.0,1,10.869520376305097,0.0,3,Mixed Use Property,0.44720165940360423,0.44720165940360423,0.10388399398656492,1,0,,49.4,15026196.0,584.31
62,0,1,92,3,1.0,3,11.49918144717797,9.214730720277476,3,Hotel,0.8474866678832856,0.10182087312691364,0.050692458989800675,1,0,71.0,71.0,4841347.5,59.19
63,0,1,40,1,1.0,3,13.809706748397092,11.896110880387312,3,Hotel,1.0,0.11835302732214055,0.0,1,1,63.0,63.00000000000001,80469216.0,2451.58
65,0,1,37,1,1.0,3,11.172559658233004,0.0,4,Hotel,0.5810260014054813,0.19297259311314124,0.13498243148278286,1,0,98.0,98.0,5348309.0,134.38
66,0,1,114,4,1.0,3,11.718401867230671,0.0,3,Hotel,0.7194853839263904,0.21537334093314878,0.06514127514046088,1,0,99.0,98.99999999999999,5401277.5,227.18
67,0,1,63,2,1.0,0,11.636681736391475,10.658364626228009,2,Hotel,0.6240622763379958,0.3759377236620042,0.0,1,0,86.0,86.0,5284343.5,144.79
68,0,1,22,0,1.0,3,11.921412668610715,10.455531892118072,1,Hotel,0.714821239855636,0.019939781858786466,0.0,1,0,84.0,84.0,6715187.0,199.95
69,0,1,25,0,1.0,3,11.663936936922068,10.247112717290387,1,Hotel,0.7608770421324161,0.24333619948409285,0.0,1,0,80.0,80.0,5827595.5,162.39
70,0,1,24,0,1.0,3,11.955063170746223,10.511757440962972,1,Hotel,1.0,0.0,0.0,1,0,81.0,81.0,6836900.0,152.76
73,0,1,111,4,1.0,0,10.934409692234288,0.0,1,K-12 School,1.0,0.0,0.0,1,0,76.0,76.0,3234787.75,146.34
77,0,1,23,0,1.0,2,11.719476112310662,10.712014884136147,2,Hotel,0.6348603406484359,0.36513965935156417,0.0,1,0,94.0,94.0,5337334.0,171.64
82,0,1,60,2,1.0,1,10.914815699745034,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,1,0,71.0,71.0,3375211.0,87.98
86,0,1,14,0,1.0,3,11.339809407255666,9.939481912759504,2,Hotel,0.7534927410437202,0.2465072589562798,0.0,1,0,74.0,74.0,3706100.25,67.06
89,0,1,57,2,0.0,0,12.095224880194644,0.0,1,Medical Office,1.0,0.0,0.0,1,0,48.0,48.0,16701055.0,430.84
95,0,1,114,4,1.0,3,11.246770023062728,0.0,1,Hotel,1.0,0.0,0.0,1,0,71.0,71.0,7258758.5,262.75
96,0,1,39,1,1.0,3,11.510733063413314,9.142275641062053,6,Mixed Use Property,0.40262577670875926,0.20914010823812387,0.17057526558428543,0,1,,75.39999999999999,15473117.0,481.97
98,0,1,93,3,1.0,1,10.973717513311941,0.0,1,Retail Store,1.2358024691358025,0.0,0.0,1,0,96.0,96.0,1049748.625,39.06
100,0,1,12,0,1.0,0,12.664468539937253,0.0,4,Large Office,0.8277617244061131,0.47651957281872614,0.04786188058399145,1,0,96.0,96.0,13795954.0,138.85
102,0,1,32,1,1.0,3,12.552721495745804,10.70922653983188,2,Hotel,0.8335766784627187,0.18219774236998124,0.0,1,0,37.0,37.0,19459304.0,526.85
103,0,1,60,2,1.0,0,12.871337193291367,0.0,1,Other,0.9460154241645244,0.0,0.0,1,1,,55.39999999999999,23658978.0,607.41
104,0,1,60,2,1.0,0,11.420963673053087,0.0,1,Other,0.7126177189654983,0.0,0.0,0,1,,42.6,8141155.5,344.2
106,0,1,84,3,1.0,0,12.889386638375425,0.0,1,Other,0.7031319035055607,0.0,0.0,0,1,,68.4,20955026.0,804.2
107,0,1,12,0,1.0,3,13.255722255149015,0.0,3,Large Office,1.048084378702989,0.5438180102882927,0.04586324166986097,1,0,91.0,91.0,39605888.0,617.52
110,0,1,60,2,1.0,1,10.859018228147887,0.0,1,Other,1.0,0.0,0.0,0,1,,79.8,2726369.0,101.83
111,0,1,94,3,1.0,0,11.013649552432474,0.0,1,Other,1.7793594306049823,0.0,0.0,0,0,,83.6,875943.3125,6.11
112,0,1,94,3,1.0,1,12.476286788157395,0.0,1,Other,1.129564049334473,0.0,0.0,0,1,,33.2,20723248.0,490.73
113,0,1,36,1,0.0,1,11.101054885563546,7.763446388727362,5,Small- and Mid-Sized Office,0.6929347826086957,0.07821557971014492,0.06870471014492753,0,0,,37.2,4166306.25,29.04
114,0,1,12,0,1.0,3,13.732779824116589,12.623821992471557,3,Large Office,0.7925109548358784,0.20097154241047666,0.0065175027536449135,1,0,93.0,93.0,36667044.0,674.09
115,0,1,52,2,1.0,2,11.241300451833114,10.163194443157385,3,Small- and Mid-Sized Office,0.6369779433954837,0.28150053140540326,0.03156941729101334,1,0,68.0,68.0,3476212.5,48.76
116,0,1,20,0,1.0,3,11.4815483105279,10.516914889962838,2,Hotel,0.6188835001547828,0.3811164998452172,0.0,1,0,56.0,56.00000000000001,5155568.5,152.14
117,0,1,60,2,2.0,2,10.82013821962583,0.0,2,Hotel,1.0,0.0,0.0,1,0,53.0,52.99999999999999,5448975.0,191.2
119,0,1,99,3,1.0,0,11.123491173934593,0.0,1,K-12 School,1.0,0.0,0.0,1,0,34.0,34.0,2646879.0,78.85
120,0,1,114,4,1.0,3,12.176154528742888,0.0,1,K-12 School,1.0,0.0,0.0,1,0,100.0,100.0,6219841.5,243.23
121,0,1,19,0,1.0,0,11.507249386471992,10.484389460685312,2,Small- and Mid-Sized Office,0.6404413021833798,0.35955869781662025,0.0,0,0,63.0,63.00000000000001,4897760.0,34.14
131,0,1,81,3,1.0,2,10.94238522187658,0.0,1,Other,0.8669344137577184,0.0,0.0,0,0,,73.6,6357632.0,44.32
132,0,1,93,3,1.0,1,12.240160013274313,0.0,2,Other,0.5757681193037394,0.0,0.0,1,0,,59.39999999999999,4253577.5,133.58
136,0,1,21,0,1.0,2,10.847218338835674,0.0,2,Hotel,1.0,0.0,0.0,1,0,89.0,89.0,3611538.0,127.29
138,0,0,63,2,1.0,0,12.411410614126586,0.0,1,K-12 School,1.0,0.0,0.0,1,0,92.0,92.0,11765682.0,443.73
139,0,1,20,0,1.0,0,11.14387424996344,0.0,1,Hotel,1.0212762880037027,0.0,0.0,1,0,78.0,78.0,3242458.0,89.02
144,0,1,118,4,1.0,0,12.159929225640868,0.0,2,Hotel,1.0,0.09975390093203476,0.0,1,0,98.0,98.0,6505995.0,142.39
145,0,1,24,0,1.0,3,12.557085087723449,0.0,1,Other,0.6678986272439282,0.0,0.0,1,1,,78.80000000000001,14641502.0,429.12
147,0,1,68,2,4.0,0,12.561415702901638,0.0,2,Hospital,1.0607290429077605,0.5217237403314724,0.0,1,0,14.0,14.000000000000002,68090728.0,1990.5
163,0,1,16,0,1.0,2,11.02119960717217,0.0,2,Other,0.6991137419059454,0.47777814114723005,0.0,1,0,,60.199999999999996,9363374.0,176.75
167,0,1,112,4,1.0,2,11.195759654126208,9.533944453604027,1,Other,0.7964844822850865,0.0,0.0,1,0,,75.8,2010454.625,46.26
168,0,1,26,1,1.0,2,11.996727210857355,9.561067663645012,2,Hotel,0.700903699868082,0.20152630346068967,0.0,1,0,76.0,76.0,7946961.0,228.4
170,0,1,107,4,1.0,0,11.056130219690564,0.0,1,University,1.0235275540817939,0.0,0.0,1,0,,75.99999999999999,3059758.0,74.33
172,1,0,52,2,27.0,1,12.996963406408776,0.0,1,University,1.095061792772592,0.0,0.0,1,0,,50.2,38301744.0,866.23
173,0,1,20,0,1.0,1,11.475233981948293,0.0,2,Small- and Mid-Sized Office,0.9584631360332295,0.05133956386292835,0.0,1,0,,47.20000000000001,16319835.0,222.02
174,0,1,72,2,1.0,0,11.117762111107313,0.0,4,Other,1.014891026783063,0.0,0.0,1,0,,73.2,7475577.5,204.08
179,0,1,64,2,1.0,0,10.910824842428626,0.0,2,Small- and Mid-Sized Office,0.4704647128640555,0.45649593718615905,0.0,1,0,,74.2,4253369.5,61.21
182,0,1,42,1,1.0,1,10.87069950958867,0.0,1,University,1.0,0.0,0.0,1,0,,52.8,4116871.5,104.26
185,0,0,11,0,1.0,1,12.374798025109309,0.0,2,K-12 School,1.0075689100262715,0.0,0.0,1,0,96.0,96.0,8355988.5,222.78
187,0,1,51,2,3.0,3,12.433136502395,0.0,2,Other,0.5481092194229842,0.3122029157585634,0.0,1,1,,80.80000000000001,13071700.0,422.39
338,0,1,18,0,1.0,3,12.608436282378069,11.133610443406448,1,Other,0.8359246999030328,0.0,0.0,1,0,,49.60000000000001,65336980.0,2055.82
190,0,1,15,0,1.0,0,11.066888331097017,0.0,3,Small- and Mid-Sized Office,0.46864016246192297,0.23432008123096149,0.14082636881980787,1,0,21.0,21.0,3242077.75,49.58
194,0,1,71,2,1.0,0,13.180707754378572,0.0,2,Retail Store,0.9529544052418785,0.047045594758121576,0.0,1,0,98.0,98.0,27717034.0,723.47
195,0,1,58,2,1.0,0,10.900897335695076,0.0,1,Other,0.8669961640601948,0.0,0.0,1,0,,56.4,7265178.0,231.53
197,0,1,57,2,1.0,2,11.7307991549249,0.0,1,Retail Store,0.9811648517797688,0.0,0.0,1,0,76.0,76.0,8765978.0,66.3
198,0,1,69,2,6.0,3,13.686541314323094,0.0,1,Hospital,1.0,0.0,0.0,1,0,10.0,10.0,253832464.0,8145.52
200,0,1,26,1,1.0,0,10.923110744953865,0.0,3,Other,0.5165037336315429,0.2774972042855597,0.15591068143284875,1,0,72.0,72.0,3191228.25,83.7
209,0,1,112,4,1.0,0,11.34888773562083,0.0,1,Self-Storage Facility,1.0076705549664193,0.0,0.0,1,0,,86.39999999999999,1381590.125,51.11
211,1,0,52,2,11.0,1,13.450332421277029,11.622909276705302,1,University,0.9614780599130925,0.0,0.0,1,0,,58.00000000000001,35891484.0,362.82
215,0,1,118,4,1.0,2,11.646564351817041,0.0,1,Warehouse,1.0,0.0,0.0,1,0,61.0,61.0,2100097.75,69.44
220,0,1,85,3,1.0,0,12.363695860550678,0.0,1,Warehouse,1.0,0.0,0.0,1,0,87.0,87.0,6744317.0,297.43
223,0,1,56,2,1.0,0,11.081911753015689,0.0,1,Retail Store,1.0067862858549796,0.0,0.0,1,0,72.0,72.0,2944296.25,35.78
224,0,1,57,2,1.0,0,11.123520696408578,0.0,1,Retail Store,1.0005461657686914,0.0,0.0,1,0,37.0,37.0,9230223.0,369.14
225,0,0,12,0,1.0,1,12.815525668312768,0.0,1,K-12 School,1.0,0.0,0.0,1,0,97.0,97.0,12265516.0,272.85
228,0,1,49,1,1.0,0,10.933124826700707,0.0,1,Other,1.0,0.0,0.0,1,0,,58.400000000000006,1851260.5,59.34
230,0,1,53,2,1.0,1,10.860709073012247,0.0,1,Self-Storage Facility,1.0,0.0,0.0,1,0,,63.4,1377519.5,48.99
232,0,1,24,0,1.0,0,11.727399544780592,10.308985993422082,3,Hotel,1.0,0.2420916720464816,0.0,1,0,79.0,79.0,9373179.0,309.6
233,0,1,122,4,1.0,0,10.819798284210286,0.0,1,Other,0.86,0.0,0.0,1,0,,62.39999999999999,7548807.0,225.69
234,0,1,96,3,1.0,1,10.825621181393542,0.0,4,Warehouse,0.8419828203292771,0.09941939075797343,0.09405074365704287,0,0,,47.199999999999996,430473.6875,3.0
235,0,1,24,0,1.0,3,12.243642959061383,10.903052687603003,1,Hotel,0.6818536425626999,0.0,0.0,1,0,76.0,76.0,11171988.0,338.16
238,0,1,65,2,1.0,1,11.420053310764763,0.0,5,Small- and Mid-Sized Office,0.6361022714803028,0.3608142214418962,0.13003401733786898,1,0,,61.199999999999996,9472358.0,175.77
241,0,1,54,2,1.0,2,11.080510448495465,0.0,1,Hotel,1.0,0.0,0.0,1,0,70.0,70.0,6197825.0,208.26
244,0,1,122,4,1.0,0,10.704569432697642,0.0,3,Small- and Mid-Sized Office,0.7723865523587234,0.17218007989586606,0.055433367745410474,1,0,78.0,78.0,1677002.25,28.27
245,0,1,23,0,1.0,3,14.276701090710652,12.699795853146382,2,Other,1.0,0.0,0.0,1,0,,62.39999999999999,59757440.0,892.63
247,0,1,98,3,1.0,1,12.096045703465,0.0,4,Distribution Center,0.65570073844196,0.20830984421832877,0.14257009058891165,1,0,,64.0,9436408.0,96.43
248,0,1,57,2,1.0,1,10.979189389621132,0.0,4,Warehouse,0.6962994542974079,0.2853854024556617,0.19667462482946793,0,0,,58.8,3928695.25,27.39
249,0,1,23,0,1.0,0,13.974331458172633,0.0,1,Other,1.0,0.0,0.0,1,0,,60.800000000000004,58761304.0,1246.55
250,0,1,17,0,1.0,3,12.0343942488347,9.586582621407445,3,Hotel,0.8014651318796787,0.12229220713687823,0.05471092140647911,1,0,64.0,64.0,12726789.0,388.37
257,0,1,106,4,0.0,2,11.284781934567633,0.0,1,Warehouse,1.0,0.0,0.0,0,0,34.0,34.0,2411402.25,16.81
261,1,0,42,1,14.0,1,12.72000045254618,10.369577282460726,4,Large Office,0.720714900947459,0.21821167097329888,0.0501423581203943,1,0,,60.59999999999999,53466684.0,748.55
263,0,1,14,0,1.0,3,12.947650401805848,12.7222141151184,5,Other,0.7981674320230179,0.15481793410948724,0.03231407557020636,1,0,,81.6,9134963.0,162.41
267,0,1,23,0,1.0,0,13.7475453725128,0.0,5,Hotel,0.5303866457167566,0.46961335428324336,0.053195360765156935,1,0,,72.79999999999998,65047284.0,1638.46
268,0,1,32,1,6.0,0,13.300543035030948,0.0,2,Hospital,1.0068550121418733,0.0813480408154385,0.0,1,0,34.0,34.0,143423024.0,4906.33
274,0,1,31,1,1.0,0,11.230536028445309,9.00724451596575,2,Warehouse,0.8917596190829874,0.10824038091701262,0.0,1,0,91.0,91.0,549181.375,9.63
276,0,1,22,0,9.0,3,13.96280234067203,0.0,2,Hospital,1.1652649412138352,0.3345594295631881,0.0,1,1,29.0,28.999999999999996,293090784.0,10734.57
281,0,1,94,3,1.0,1,10.926909231928333,0.0,1,K-12 School,0.9972508220581101,0.0,0.0,1,0,98.0,98.0,1377627.0,72.88
282,0,1,91,3,1.0,3,11.579284203506532,0.0,1,Hotel,1.0,0.0,0.0,1,0,49.0,49.0,11935719.0,469.57
283,0,1,50,0,1.0,0,10.834863921828324,0.0,2,Small- and Mid-Sized Office,0.9275005417758427,0.07249945822415729,0.0,1,0,62.0,62.0,3147042.0,49.09
284,0,1,70,2,1.0,1,10.946816139580935,0.0,1,Worship Facility,1.0,0.0,0.0,1,0,46.0,46.0,2439484.75,84.57
285,0,1,70,2,1.0,0,11.542493975902508,0.0,1,Worship Facility,1.0,0.0,0.0,1,0,42.0,42.0,4854429.5,149.93
293,0,1,108,4,1.0,3,11.765759848644574,0.0,3,Other,0.8523523290309554,0.09999534038488421,0.047652330584160414,1,0,,77.39999999999999,6057410.0,57.21
295,0,1,67,2,1.0,3,12.34965770525265,0.0,1,Other,0.8792446292446292,0.0,0.0,0,0,,56.8,62197176.0,433.6
302,0,1,49,1,1.0,0,11.239632701398955,0.0,1,Other,1.0226585705648872,0.0,0.0,1,0,,49.00000000000001,3267564.0,101.41
313,0,1,95,3,1.0,0,12.154784614286667,10.571342565808699,2,Medical Office,0.7723210526315789,0.05160526315789474,0.0,1,0,1.0,1.0,28731502.0,661.04
314,0,1,61,2,1.0,2,11.714314084481408,0.0,1,Hotel,1.0,0.0,0.0,1,0,8.0,8.0,25453690.0,1060.13
315,1,0,27,1,4.0,0,12.28060945429176,0.0,1,Other,1.007481111585513,0.0,0.0,1,0,,45.20000000000001,24017770.0,639.39
316,0,1,19,0,1.0,3,12.446167704736089,10.566201298475118,1,Hotel,1.0893803117122147,0.0,0.0,1,0,29.0,28.999999999999996,26659244.0,780.84
317,0,1,42,1,1.0,1,11.147656555612986,0.0,1,Other,1.0,0.0,0.0,1,0,,30.2,14833476.0,301.76
318,0,1,122,4,1.0,0,11.049317340813348,0.0,3,Mixed Use Property,0.5165977742448331,0.47365659777424485,0.05380445228934817,1,0,,68.0,10394330.0,377.27
319,0,1,108,4,1.0,2,10.942013616092948,0.0,2,Small- and Mid-Sized Office,0.584070796460177,0.12389380530973451,0.0,0,1,98.0,98.0,1380293.625,44.22
320,0,1,14,0,1.0,2,12.223445853587519,0.0,2,Warehouse,0.7831393977513955,0.21686060224860446,0.0,0,0,72.0,72.0,3785282.5,26.39
322,0,1,54,2,0.0,0,11.520248585350009,10.193616628630961,1,Large Office,1.0,0.0,0.0,0,0,20.0,20.0,9788717.0,68.24
323,0,1,41,1,1.0,2,11.260134232464857,9.825796244820257,2,Small- and Mid-Sized Office,0.7997218717004455,0.22623676959130593,0.0,1,0,57.0,57.0,5007401.0,68.19
324,0,1,44,1,1.0,3,12.36308066783498,9.989252319496922,4,Large Office,0.7426752136752137,0.12762820512820514,0.10843162393162394,1,0,39.0,39.0,18661606.0,149.27
326,0,1,33,1,1.0,3,12.821250176479428,0.0,2,Large Office,1.0376922993762094,0.3437658785500384,0.0,0,0,74.0,74.0,24755086.0,172.58
327,0,1,97,3,1.0,3,13.449435860148478,0.0,2,Retail Store,0.5207397793640494,0.4792602206359507,0.0,1,1,93.0,93.0,40062888.0,398.19
328,0,1,46,1,1.0,3,13.581555017175708,0.0,5,Large Office,0.7859958857512548,0.16738143735879382,0.04183746190276423,1,0,89.0,89.0,40847752.0,313.3
329,0,1,22,0,1.0,3,13.524821301797878,12.231140797352957,3,Large Office,0.7254606170268821,0.29293999173517243,0.012486843812145017,1,0,90.0,90.0,30985420.0,359.11
330,0,1,96,3,1.0,3,11.057376856694077,8.956479847999912,2,Small- and Mid-Sized Office,0.7137788011165608,0.09757289974609283,0.0,0,1,90.0,90.0,3444270.0,170.51
331,0,1,92,3,1.0,3,12.229745225869367,10.308985993422082,4,Large Office,0.6935592558230382,0.08335367937887592,0.07161482494262415,1,0,91.0,91.0,7739699.0,100.26
332,0,1,106,4,1.0,0,11.203679214602607,0.0,2,Small- and Mid-Sized Office,0.7024210139102712,0.13591465823785065,0.0,0,0,61.0,61.0,3757006.0,26.19
333,0,1,53,2,1.0,3,12.490695041943495,10.383905513880693,2,Large Office,0.8518079676209606,0.10988862182199803,0.0,0,1,90.0,90.0,14633233.0,563.25
334,0,1,13,0,1.0,3,13.538496710433222,12.340030822069483,2,Large Office,0.7687228824750048,0.2520727715973896,0.0,1,0,95.0,95.0,27018020.0,229.25
335,0,1,54,2,1.0,3,12.235636302128867,0.0,2,Large Office,0.7815533980582524,0.2487864077669903,0.0,0,1,91.0,91.0,8580279.0,222.19
336,0,1,13,0,1.0,3,13.623002898525167,11.951006187179539,2,Large Office,0.9014107386829954,0.19532251084087882,0.0,0,0,97.0,97.0,39523852.0,275.54
337,0,1,32,1,1.0,3,13.083291933109898,11.860768522363712,5,Large Office,0.6483154479660594,0.25654271691207053,0.037931536477830465,1,0,94.0,94.0,17867002.0,130.73
339,0,1,122,4,1.0,3,11.402563574372348,0.0,3,Small- and Mid-Sized Office,0.7226353992183138,0.11231714126186489,0.07850362925739811,0,1,85.0,85.0,3903259.75,51.67
340,0,1,122,4,1.0,3,11.400383669983814,0.0,2,Small- and Mid-Sized Office,0.9216607912260086,0.07833920877399138,0.0,1,0,66.0,66.0,4178233.5,31.97
341,0,1,100,0,1.0,3,12.871167513522957,0.0,1,Large Office,1.0,0.0,0.0,0,1,89.0,89.0,18576900.0,213.23
342,0,1,93,3,1.0,3,12.859186582923714,0.0,3,Large Office,0.9080592867068087,0.00856591925620996,0.00373924673824232,0,0,98.0,98.0,10062436.0,70.15
343,0,1,64,2,1.0,3,12.844040041706515,11.345701365855424,2,Large Office,0.6256574862954891,0.22009378508685026,0.03877947295423024,0,1,69.0,69.0,24906132.0,940.47
345,0,1,39,1,1.0,3,14.095454770243615,0.0,3,Large Office,0.7642426051827022,0.20610027549875098,0.028415296416248757,1,0,94.0,94.0,44683660.0,318.97
346,0,1,36,1,1.0,3,13.287745603752434,11.77091865171998,3,Large Office,0.7974220276952337,0.18251087857526685,0.01744301355605242,0,0,84.0,84.0,24603420.0,171.52
347,0,1,72,2,1.0,3,11.419625263804768,7.239214973779806,2,Small- and Mid-Sized Office,0.9847185781251715,0.015281421874828468,0.0,0,1,,60.800000000000004,1835804.875,46.56
348,0,1,54,2,1.0,3,11.969983156007993,11.050794762742996,2,Large Office,0.5371499483984525,0.09751109591556341,0.0,0,0,81.0,81.0,3743228.5,26.1
349,0,1,31,1,1.0,3,13.3618589034728,12.192135979791301,2,Large Office,0.822705071438353,0.3060508135488106,0.009636346751077832,0,1,95.0,95.0,18221224.0,139.72
351,0,1,42,1,1.0,3,13.562890563516916,11.999079225930569,2,Large Office,0.7802261181674696,0.19947808981386833,0.0,1,0,81.0,81.0,32552428.0,231.32
352,0,1,50,0,1.0,3,12.137627838114382,10.076431947517486,3,Large Office,0.9773622890430909,0.18028248950569692,0.0012850167052171678,0,1,95.0,95.0,9641043.0,218.53
353,0,1,53,2,1.0,3,13.931902404142951,12.818500431182077,5,Large Office,0.7200950655801182,0.20673025141641482,0.026996666473805782,1,0,89.0,89.0,45163308.0,627.87
