OSEBuildingID,Campus,NonResidential,Age_Built,AgeBuilt_classe,NumberofBuildings,NumberofFloors_classe,PropertyGFATotal_log,PropertyGFAParking_log,TotalPropertyUseTypes,PrimaryPropertyType,LargestPropertyUseTypeGFA_rel,SecondLargestPropertyUseTypeGFA_rel,ThirdLargestPropertyUseTypeGFA_rel,NaturalGas(kBtu)_bin,SteamUse(kBtu)_bin,ENERGYSTARScore,ENERGYSTARScore_imputed,SiteEnergyUse(kBtu),TotalGHGEmissions
21125,0,1,21,0,1.0,0,10.426468994072131,8.701346403039162,3,Small- and Mid-Sized Office,0.4714878482513337,0.25969176052163606,0.04445761707172496,0,0,79.0,79.0,1291405.25,9.0
21129,0,1,111,4,1.0,1,9.929009089766206,0.0,2,Retail Store,0.4949795281731332,0.38993955936829794,0.0,1,0,98.0,98.0,1021796.625,42.04
21133,0,1,116,4,1.0,0,10.221250135776074,0.0,2,Retail Store,0.8085152838427948,0.315429403202329,0.0,0,0,88.0,88.0,1215156.25,8.47
21138,0,1,75,0,1.0,0,10.757030159556333,0.0,4,Mixed Use Property,0.8584905660377359,0.7235401848460327,0.09751267089739768,1,0,95.0,95.0,1818867.875,30.32
21140,0,1,38,1,1.0,0,10.186144520271382,0.0,1,Distribution Center,1.0,0.0,0.0,1,0,5.0,5.0,1934224.25,66.53
21141,0,1,41,1,1.0,1,10.016325045799498,0.0,2,Small- and Mid-Sized Office,0.87546900125067,0.12453099874933,0.0,1,0,,68.8,576405.125,9.46
21142,0,1,53,2,1.0,0,10.333027196085467,0.0,1,Other,1.0,0.0,0.0,1,0,,70.6,3050455.25,73.52
21145,0,1,36,1,1.0,1,10.480129006333248,0.0,2,Small- and Mid-Sized Office,1.034803370786517,0.0,0.0,1,0,47.0,47.0,2173143.75,18.34
21150,0,1,73,2,1.0,0,11.034905792929415,0.0,2,Worship Facility,0.9225806451612903,0.08064516129032258,0.0,1,0,81.0,81.0,1799664.125,82.34
21172,0,1,41,1,1.0,1,10.069044362997353,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,0,0,82.0,82.0,776248.6875,5.41
21177,0,1,36,1,1.0,0,10.598333289731654,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,0,0,43.0,43.0,2303732.75,16.06
21178,0,1,33,1,1.0,0,10.181876578076317,8.842604480678025,1,Small- and Mid-Sized Office,1.0,0.0,0.0,0,0,67.0,67.0,1074989.0,7.49
21179,0,1,43,1,1.0,0,10.137096153698101,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,1,0,54.0,54.0,1469556.25,23.85
21180,0,1,26,1,0.0,0,10.880007533959756,0.0,1,Other,0.7292055062802478,0.0,0.0,1,0,,55.800000000000004,4877959.0,38.12
21181,0,1,42,1,1.0,0,10.437257920797217,0.0,1,Small- and Mid-Sized Office,0.959919075822436,0.0,0.0,0,0,57.0,57.0,1619177.125,11.29
21182,0,1,42,1,1.0,0,10.45004704825323,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,0,0,29.0,28.999999999999996,2313978.75,16.13
21183,0,1,42,1,1.0,0,11.160484402634983,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,0,0,86.0,86.0,2782066.5,19.39
25660,0,1,120,4,1.0,2,10.234193194263003,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,0,0,77.0,77.0,1217509.125,8.49
21192,0,1,51,2,2.0,1,10.253052278679716,0.0,2,Distribution Center,1.2443598420755781,0.3316412859560068,0.0,1,0,,85.39999999999999,1856230.625,30.02
21208,0,1,58,2,1.0,1,11.430423903458427,0.0,1,Other,1.0005321459600347,0.0,0.0,1,0,,79.60000000000001,5155090.5,127.1
21212,0,1,61,2,1.0,0,9.91526789107166,0.0,1,Other,1.0,0.0,0.0,1,0,,58.6,1965182.25,49.58
21213,0,1,71,2,1.0,1,10.59202412053839,0.0,2,Small- and Mid-Sized Office,0.6811000879065678,0.3188999120934321,0.0,1,0,62.0,62.0,2050600.75,40.22
21216,0,1,52,2,1.0,2,10.148705658168648,0.0,1,Other,1.0,0.0,0.0,0,0,,67.4,2280352.5,15.9
21218,0,1,64,2,1.0,1,10.203406942652387,0.0,2,Other,0.6017263095502704,0.39827369044972954,0.0,1,0,,82.19999999999999,3076813.25,122.73
21219,0,1,50,0,1.0,0,10.781307689847692,0.0,1,Warehouse,1.0,0.0,0.0,0,0,73.0,73.0,1485945.875,10.36
21221,0,1,13,0,1.0,0,9.94798279242268,0.0,2,Other,0.9110909177865991,0.0,0.0,1,0,,53.800000000000004,1208029.25,32.86
21226,0,1,21,0,1.0,1,10.664153184826896,9.712266512555141,2,Small- and Mid-Sized Office,0.6140022900941743,0.3859977099058257,0.0,0,0,27.0,27.0,1772188.5,12.35
21233,0,1,15,0,1.0,1,10.714439990727769,0.0,1,Other,1.0,0.0,0.0,1,0,,68.0,5912066.0,176.79
21236,0,1,24,0,1.0,0,10.170303432306524,0.0,1,Retail Store,1.0,0.0,0.0,1,0,43.0,43.0,1689372.625,36.74
21239,0,1,73,2,1.0,0,10.167158655026405,0.0,2,Worship Facility,1.1540736757192793,0.0,0.0,1,0,78.0,78.0,1149140.25,45.33
21243,0,1,15,0,1.0,2,10.792633166886727,0.0,1,K-12 School,1.0166050143855323,0.0,0.0,1,0,82.0,82.0,1881516.125,61.98
21265,0,1,102,4,1.0,1,10.181157167204903,0.0,3,Retail Store,0.5465151515151515,0.2727272727272727,0.1056060606060606,1,0,36.0,36.0,983595.875,17.12
21266,0,1,104,4,1.0,0,10.549254824049264,0.0,2,Small- and Mid-Sized Office,0.9922669602600398,0.32754010695187163,0.0,0,0,98.0,98.0,1262255.75,8.8
21270,0,1,94,3,1.0,1,10.268165387743457,0.0,2,Mixed Use Property,0.5,0.5,0.0,1,0,,66.0,456953.0,12.77
21278,0,1,67,2,1.0,0,10.371802256349902,0.0,2,Worship Facility,1.0,0.0,0.0,0,0,4.0,4.0,1806468.0,12.59
21290,0,1,37,1,1.0,0,11.361683882945096,10.405958371919365,2,Small- and Mid-Sized Office,0.6154740993218012,0.38452590067819875,0.0,0,0,43.0,43.0,4480961.0,31.24
21310,0,1,122,4,1.0,2,10.453947265542192,0.0,1,Retail Store,1.0,0.0,0.0,1,0,92.0,92.0,1169948.875,26.38
21313,0,1,54,2,1.0,0,11.226029749925072,10.449033392780306,1,Worship Facility,1.0,0.0,0.0,1,0,24.0,24.0,5587347.0,247.97
21317,0,1,107,4,1.0,0,10.505204516490187,0.0,1,Retail Store,0.4437869822485207,0.0,0.0,1,0,2.0,2.0,2100982.75,20.76
21318,0,1,115,4,1.0,3,10.468829770273567,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,0,0,8.0,8.0,2998208.25,20.9
21319,0,1,115,4,1.0,0,10.486847768485333,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,1,0,83.0,83.0,1538750.625,48.35
21321,0,1,81,3,1.0,1,10.162808729968926,0.0,1,Other,0.8962191358024691,0.0,0.0,0,0,60.0,60.0,1333432.125,9.3
21322,0,1,94,3,1.0,2,10.326334058475068,0.0,2,Small- and Mid-Sized Office,0.5113513513513513,0.19996723996723997,0.0,0,1,17.0,17.0,2883139.0,73.61
21328,0,1,58,2,1.0,2,10.804542811767506,0.0,1,Other,1.0617549702495785,0.0,0.0,1,0,,62.79999999999999,8476183.0,101.34
21336,0,1,110,4,0.0,0,9.923878242183862,0.0,1,Other,1.0,0.0,0.0,1,0,,45.60000000000001,2014475.875,71.23
21351,0,1,60,2,1.0,1,10.337086499888064,9.23853902633486,1,Medical Office,0.699108734402852,0.0,0.0,1,0,2.0,2.0,2946756.25,85.55
21353,0,1,112,4,1.0,0,11.205720726029584,0.0,2,Small- and Mid-Sized Office,0.5660444057703028,0.4339555942296972,0.0,1,0,90.0,90.0,2828950.5,107.45
21364,0,1,34,1,1.0,0,10.731624436867815,9.34145634983372,2,Other,1.0,0.0982961992136304,0.0,1,1,,68.2,10834087.0,462.4
21365,0,1,59,2,0.0,0,10.574286869432166,0.0,1,Medical Office,1.278281989006775,0.0,0.0,1,0,42.0,42.0,3735308.5,60.04
21366,0,1,106,4,1.0,0,10.546367228196017,0.0,3,Other,0.943424996056575,0.03112676796887323,0.011462221988537778,0,1,,54.2,1107290.625,55.61
21367,0,1,60,2,1.0,0,10.53998501337874,0.0,2,Worship Facility,1.4022647899248597,0.46565774155995343,0.0,1,1,55.0,55.0,2465983.5,123.41
21380,0,1,29,1,1.0,0,10.230810922760002,0.0,3,Small- and Mid-Sized Office,0.6624855824682814,0.21842560553633217,0.11908881199538639,0,0,,54.60000000000001,5355753.0,37.34
21382,0,1,62,2,1.0,0,10.503559553816313,0.0,1,Warehouse,1.0,0.0,0.0,0,0,80.0,80.0,161311.0938,1.12
21388,0,1,72,2,1.0,0,10.223902994604545,0.0,1,Warehouse,1.0,0.0,0.0,1,0,63.0,63.00000000000001,966677.125,31.61
21389,0,1,71,2,3.0,0,10.956247856355338,0.0,1,Distribution Center,1.0,0.0,0.0,1,0,,67.99999999999999,1253745.5,34.87
21391,0,1,102,4,1.0,1,10.162808729968926,0.0,5,Mixed Use Property,0.3900077160493827,0.27067901234567904,0.13923611111111112,1,0,,76.4,989079.5,16.57
21396,0,1,103,4,1.0,0,10.613663910088935,0.0,1,Restaurant,1.0,0.0,0.0,1,0,,80.40000000000002,2106073.5,73.0
21397,0,1,58,2,1.0,1,10.72044401882236,0.0,1,Retail Store,1.0,0.0,0.0,1,0,57.0,57.0,2553763.5,82.72
21398,0,1,102,4,1.0,0,10.253475186175006,9.407632639699958,1,Small- and Mid-Sized Office,1.0,0.0,0.0,1,0,62.0,62.0,1372213.375,35.77
21399,0,1,13,0,1.0,0,13.138553605483049,0.0,3,Large Office,0.649106580604534,0.3205565176322418,0.02331155541561713,1,0,77.0,77.0,28053172.0,487.53
21401,0,1,96,3,1.0,0,10.172636441606745,0.0,1,Small- and Mid-Sized Office,0.9065556234718827,0.0,0.0,1,0,95.0,95.0,966907.375,32.09
21413,0,1,96,3,1.0,0,10.538502315656821,0.0,2,Small- and Mid-Sized Office,0.9931372549019608,0.0,0.0,1,0,1.0,1.0,7442314.5,73.48
21418,0,1,61,2,1.0,0,10.165890277802454,0.0,1,Other,1.9171923076923076,0.0,0.0,0,1,,34.2,5277482.5,184.09
21424,0,1,13,0,1.0,0,10.05371626578282,0.0,1,Worship Facility,1.0,0.0,0.0,1,0,66.0,66.0,739210.5,20.64
21425,0,1,60,2,1.0,0,11.956302738148255,0.0,1,Other,1.0,0.0,0.0,1,0,,44.4,17673018.0,255.83
21432,0,1,20,0,1.0,0,9.95318206955998,0.0,1,Other,1.0,0.0,0.0,0,1,,48.60000000000001,1761137.5,24.62
21433,0,1,24,0,1.0,0,10.326596095816887,0.0,1,Other,0.9377067435234009,0.0,0.0,1,0,,47.6,5903015.0,192.12
21435,0,1,61,2,1.0,1,10.4332919348999,0.0,1,Other,1.4718436313326073,0.0,0.0,1,0,,32.400000000000006,17686444.0,523.95
21436,0,1,30,1,1.0,1,10.611547975828369,0.0,1,Other,0.812807881773399,0.0,0.0,1,1,,39.8,2485521.0,41.06
21438,0,1,23,0,1.0,2,10.546367228196017,0.0,2,Small- and Mid-Sized Office,1.0,0.5152741994847257,0.0,0,0,84.0,84.0,2003807.75,13.97
21442,0,1,15,0,1.0,2,11.075923249063857,10.110379763264287,2,Small- and Mid-Sized Office,0.6438633971143725,0.3305158214130906,0.0,1,0,92.0,92.0,2524228.25,77.8
21443,0,1,94,3,1.0,0,10.632653209172005,8.70996000607173,3,Small- and Mid-Sized Office,0.8538079390343897,0.12058071673178025,0.030145179182945063,1,0,1.0,1.0,9190442.0,234.03
21445,0,1,9,0,1.0,3,11.780744058274394,11.520903555205116,4,Large Office,0.9222553744931528,0.6805906204575013,0.041588248795042464,1,0,92.0,92.0,7429423.0,86.51
21447,0,1,96,3,1.0,2,10.48517230524678,0.0,3,Small- and Mid-Sized Office,0.6243991056456121,0.2295695919508105,0.14603130240357742,0,0,77.0,77.0,1912760.75,13.33
21459,0,1,58,2,1.0,2,10.13193700264052,8.896861744480391,3,Mixed Use Property,0.32074645869807417,0.31831927423205475,0.08335985993951933,0,0,41.0,41.0,564754.1875,3.94
21464,0,1,56,2,1.0,0,10.813377845229255,0.0,1,Other,1.0,0.0,0.0,0,1,,47.199999999999996,2844685.0,119.34
21465,0,1,60,2,1.0,0,10.499986158040269,0.0,1,Other,1.0,0.0,0.0,1,1,,53.4,1832808.75,44.33
21468,0,1,106,4,1.0,1,10.162808729968926,0.0,3,Other,0.458641975308642,0.16701388888888888,0.1554398148148148,0,0,,67.4,1257774.625,8.77
21469,0,1,103,4,1.0,2,10.77241410304393,0.0,2,Small- and Mid-Sized Office,0.5347481441093822,0.17824938136979407,0.0,0,1,72.0,72.0,2071670.25,77.48
21478,1,0,122,4,1.0,1,10.80529389020931,0.0,6,Mixed Use Property,0.31684253246753247,0.1875,0.1663758116883117,1,0,,59.400000000000006,5437110.5,98.28
21482,1,0,110,4,1.0,1,10.141756141595407,0.0,3,Restaurant,0.6743104806934594,0.2531914893617021,0.07249802994483845,1,0,,63.599999999999994,6901554.0,218.79
21483,0,1,107,4,1.0,3,10.61437641457223,0.0,3,Small- and Mid-Sized Office,0.5132015227803021,0.3993614147120226,0.0874370625076753,1,0,,70.6,2827772.75,44.89
21488,0,1,32,1,1.0,2,11.315279080554538,10.457401400981889,3,Mixed Use Property,0.439115335404862,0.33624565892889785,0.16992627795040516,0,0,91.0,91.0,1717130.875,11.97
21495,0,1,112,4,1.0,2,10.49573646899098,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,0,0,47.0,47.0,1862176.875,12.98
21496,0,1,104,4,1.0,0,10.452129056986344,0.0,8,Mixed Use Property,0.1864690758875697,0.1679232746916255,0.16122136522517838,1,0,,76.39999999999999,5136604.5,143.34
21505,0,1,113,4,1.0,0,11.110969193687714,0.0,1,Small- and Mid-Sized Office,1.0171599402092675,0.0,0.0,1,0,100.0,100.0,1634178.25,14.13
21506,0,1,112,4,1.0,0,10.286741134279072,0.0,3,Mixed Use Property,0.43333333333333335,0.3950920245398773,0.09665985003408316,1,0,,81.0,2160420.0,75.99
21508,0,1,92,3,0.0,1,10.030604667595593,0.0,1,Other,1.0,0.0,0.0,0,0,,67.2,287763.5,2.01
21515,0,1,22,0,1.0,0,10.829728615263452,9.513477398982824,2,Small- and Mid-Sized Office,0.7318758787302719,0.2681241212697281,0.0,1,0,13.0,13.0,3205182.5,22.46
21520,0,1,58,2,1.0,0,10.905331932762941,9.17014318222477,2,Small- and Mid-Sized Office,1.0643899752134398,0.0,0.0,1,0,68.0,68.0,3600571.25,41.22
21521,0,1,92,3,1.0,1,10.735548489776468,0.0,1,K-12 School,1.0,0.0,0.0,1,0,56.0,56.00000000000001,4167253.75,182.81
21530,0,1,63,2,1.0,1,9.95840178341352,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,0,0,97.0,97.0,436604.0938,3.04
21533,0,1,14,0,1.0,2,12.522498868096195,0.0,4,Mixed Use Property,0.3963059590004445,0.38441273565999373,0.21189176583759045,1,0,,70.6,9155568.0,220.26
21534,0,1,9,0,1.0,0,10.850365683678074,0.0,2,Small- and Mid-Sized Office,1.0503957169459963,0.01260862818125388,0.0,0,0,,51.199999999999996,1539066.375,10.73
21535,0,1,63,2,1.0,2,10.558958826115072,0.0,1,Hotel,0.9994807892004154,0.0,0.0,1,0,37.0,37.0,2804534.0,75.25
21537,0,1,61,2,1.0,0,10.281478683643538,8.356319965828153,1,Hotel,0.6509970533817584,0.0,0.0,1,0,95.0,95.0,867184.375,30.22
21546,0,1,62,2,1.0,0,10.216069533164237,0.0,1,Worship Facility,1.0,0.0,0.0,0,0,56.0,56.00000000000001,581289.0,4.05
21795,0,1,23,0,1.0,1,11.359203026767767,11.091955779701022,2,Other,0.7580174927113703,0.23323615160349853,0.0,1,0,,56.4,2045592.0,77.76
21549,0,1,60,2,1.0,1,10.446305907338292,0.0,3,Laboratory,0.5999825662482566,0.40001743375174337,0.05811250581125058,1,0,,46.20000000000001,12015936.0,422.45
21550,0,1,92,3,1.0,0,10.733457577943756,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,1,0,94.0,94.0,2590622.0,115.43
21557,0,1,23,0,1.0,1,10.804725558450654,0.0,1,K-12 School,1.2405384552911556,0.0,0.0,1,0,23.0,23.0,3485865.5,104.91
21580,0,1,35,1,1.0,0,10.40961214374347,0.0,2,Small- and Mid-Sized Office,1.0,0.452134072823728,0.0,1,0,89.0,89.0,1426279.5,35.96
21582,0,1,29,1,1.0,0,10.134400841114699,8.233503140233994,3,Retail Store,0.42672858617131065,0.3192823688179725,0.10458839406207827,1,0,,70.8,1878742.875,55.95
21611,0,1,45,1,1.0,0,9.996476859378955,0.0,1,Worship Facility,1.0,0.0,0.0,0,0,80.0,80.0,326001.1875,2.27
21613,0,1,95,3,1.0,0,10.347916930662434,0.0,2,Other,0.9648616588118367,0.03513834118816325,0.0,1,0,,67.4,5876439.0,167.98
21617,0,1,75,0,1.0,0,10.528837575030249,0.0,6,Other,0.8374936458249725,0.09278433261096396,0.022473713781202345,1,0,,74.2,3040978.0,111.73
21622,0,1,45,1,1.0,0,10.288103485908332,0.0,3,Warehouse,0.5707283866575902,0.23270932607215794,0.19656228727025188,0,0,33.0,33.0,856088.625,5.97
21656,0,1,100,0,1.0,1,10.029635504524139,0.0,1,Worship Facility,1.0,0.0,0.0,1,0,87.0,87.0,331675.0,7.07
21687,0,1,60,2,1.0,1,10.015252515866948,0.0,2,Other,1.0,0.0,0.0,1,0,,76.8,1467029.75,54.44
21689,0,1,40,1,1.0,1,10.62772149362817,0.0,1,Small- and Mid-Sized Office,0.9873006640492463,0.0,0.0,0,0,84.0,84.0,1903455.875,13.27
21716,0,1,69,2,1.0,1,10.673225335257786,0.0,2,Small- and Mid-Sized Office,0.6155199962948382,0.2662390292476206,0.0,1,0,,39.00000000000001,7408342.0,92.45
21723,0,1,114,4,1.0,0,10.729437735508842,0.0,1,Worship Facility,1.0,0.0,0.0,1,0,79.0,79.0,2077039.375,86.81
21768,0,1,65,2,1.0,0,10.067432964124373,0.0,2,Worship Facility,0.775740599270011,0.6456158220864103,0.0,0,0,96.0,96.0,531737.1875,3.71
21772,0,1,23,0,1.0,2,10.26969194669099,0.0,2,Small- and Mid-Sized Office,0.3568159755928443,0.3536264041048398,0.0,0,0,,60.199999999999996,910718.6875,6.35
21783,0,1,33,1,1.0,0,9.957123101702038,0.0,2,Warehouse,0.8707170276290224,0.1292829723709777,0.0,1,0,,42.39999999999999,675772.875,27.97
21784,0,1,108,4,1.0,1,10.727553340367766,0.0,1,Refrigerated Warehouse,1.0,0.0,0.0,0,0,75.0,75.0,1351267.875,9.42
21785,0,1,72,2,1.0,0,10.190957102406585,0.0,1,Other,1.0,0.0,0.0,0,0,,67.4,2241280.5,15.62
21786,0,1,47,1,1.0,0,10.244485248089557,0.0,2,Warehouse,0.7743724667567375,0.22562753324326246,0.0,1,0,44.0,44.0,870625.8125,18.63
21787,0,1,58,2,1.0,0,10.463131911491967,0.0,1,Warehouse,1.0,0.0,0.0,0,0,53.0,52.99999999999999,378714.4063,2.64
21792,0,1,60,2,1.0,0,10.171642709679686,0.0,1,Warehouse,1.0,0.0,0.0,1,0,6.0,6.0,1208407.625,26.55
21793,0,1,55,2,1.0,1,10.085850775128717,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,0,0,73.0,73.0,1088556.25,7.59
21794,0,1,54,2,1.0,0,10.682697743861915,0.0,1,K-12 School,0.9361150617057393,0.0,0.0,1,0,38.0,38.0,2478045.5,73.26
21822,0,1,110,4,1.0,0,10.242848470041249,0.0,2,Distribution Center,0.9109686609686609,0.08903133903133903,0.0,1,0,,63.399999999999984,794724.625,18.54
21883,0,1,60,2,1.0,0,10.000977173813386,0.0,2,Worship Facility,1.0385993559214406,0.0,0.0,0,0,100.0,100.0,265774.9063,1.85
21893,0,1,43,1,1.0,0,10.360944044643913,0.0,1,Warehouse,1.0,0.0,0.0,1,0,3.0,3.0,3363535.5,103.28
21894,0,1,15,0,1.0,0,10.471354916669316,0.0,1,Warehouse,1.0,0.0,0.0,1,0,63.0,63.00000000000001,876425.0,23.9
21896,0,1,41,1,1.0,0,10.272323253821503,0.0,1,Warehouse,1.037344398340249,0.0,0.0,1,0,50.0,50.0,1750419.0,80.09
21897,0,1,44,1,1.0,0,10.00681099476803,0.0,1,Warehouse,1.0,0.0,0.0,1,0,60.0,60.0,736428.625,32.77
21904,0,1,48,1,1.0,0,10.594833111149445,0.0,2,Small- and Mid-Sized Office,0.9903323565507051,0.0,0.0,0,0,38.0,38.0,3568419.5,24.88
21905,0,1,43,1,1.0,0,10.329114700468233,0.0,2,Other,0.761842535119242,0.23815746488075792,0.0,1,0,,43.6,4294550.0,135.81
21907,0,1,42,1,1.0,1,10.201033318424798,8.756367559802975,1,Medical Office,1.0,0.0,0.0,0,0,64.0,64.0,1002995.0,6.99
21909,0,1,54,2,1.0,1,10.56478280364689,0.0,2,Medical Office,1.6794166989288941,0.0,0.0,1,0,76.0,76.0,2890379.0,49.62
21913,0,1,63,2,1.0,1,9.918228370857626,0.0,1,Self-Storage Facility,1.0,0.0,0.0,0,0,,71.80000000000001,855665.125,5.97
21916,0,1,77,3,1.0,1,10.004960521466762,0.0,4,Mixed Use Property,0.46930201039078384,0.36665913711316916,0.14456742715156992,1,0,,67.0,1261634.5,27.41
21917,0,1,55,2,1.0,0,10.555265713985145,0.0,2,Medical Office,0.9137005576111313,0.08629944238886862,0.0,1,0,86.0,86.0,1645605.125,53.73
21920,0,1,42,1,1.0,1,10.421596587748377,0.0,1,Warehouse,1.0,0.0,0.0,1,0,64.0,64.0,1275231.75,49.73
21921,0,1,47,1,1.0,0,10.404444642103513,0.0,2,Supermarket / Grocery Store,1.0599000151492197,0.0,0.0,1,0,21.0,21.0,10642754.0,225.67
21945,0,1,41,1,1.0,0,9.950943493692423,0.0,4,Other,1.1197844642601689,0.49401554527681085,0.4057507987220447,0,0,,47.800000000000004,729397.1875,5.08
21955,0,1,95,3,1.0,0,10.082093883082601,0.0,2,Small- and Mid-Sized Office,0.8364700961940611,0.16352990380593893,0.0,1,0,,87.8,873577.3125,15.11
21964,0,1,112,4,1.0,1,9.988104398256008,0.0,1,Worship Facility,1.0,0.0,0.0,1,0,80.0,80.0,431390.4063,17.38
22062,1,0,83,3,1.0,1,14.603968372873895,0.0,2,University,0.7816559090909091,0.14498181818181818,0.0,1,0,,60.79999999999999,114648520.0,3243.48
22078,0,1,121,4,1.0,1,10.187199253484014,0.0,1,Worship Facility,1.0,0.0,0.0,1,0,1.0,1.0,1751483.875,64.88
22095,0,1,65,2,1.0,1,9.910512817472881,0.0,1,Warehouse,1.0,0.0,0.0,0,0,49.0,49.0,116486.6016,0.81
22139,0,1,30,1,1.0,1,10.567360390392079,0.0,2,Retail Store,1.0,0.15446003346634057,0.0,1,0,82.0,82.0,6917280.0,215.56
22142,0,1,69,2,1.0,0,10.169422358105223,0.0,2,Supermarket / Grocery Store,0.994404415146405,0.0,0.0,1,0,40.0,40.0,7619445.0,173.75
22163,0,1,55,2,1.0,0,10.146472946063877,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,1,0,98.0,98.0,1213869.75,55.3
22165,0,1,61,2,1.0,0,10.642945635959324,0.0,2,Warehouse,0.8956677407805227,0.06196443489676572,0.0,1,0,,49.2,1242311.5,25.09
22166,0,1,64,2,1.0,1,10.936565268616524,0.0,1,Retail Store,1.0,0.0,0.0,1,0,,65.79999999999998,2497942.75,46.9
22223,0,1,100,0,1.0,0,10.475850322817688,0.0,1,K-12 School,1.0,0.0,0.0,1,0,97.0,97.0,1379932.5,60.34
22230,0,1,56,2,1.0,0,10.282437554988537,0.0,1,Supermarket / Grocery Store,1.0,0.0,0.0,1,0,8.0,8.0,9336239.0,208.53
22240,0,1,22,0,1.0,0,11.39755950582945,10.6697922537138,2,Supermarket / Grocery Store,0.5278610147806471,0.0,0.0,1,0,34.0,34.0,14029480.0,384.85
22252,0,1,61,2,1.0,0,10.373522431293592,0.0,2,Other,0.93375,0.146875,0.0,1,0,,61.199999999999996,1331122.125,45.38
22259,0,1,112,4,1.0,1,10.346280557910271,0.0,3,Mixed Use Property,0.4765574823378292,0.3018625561978163,0.22157996146435452,1,0,,82.39999999999999,935580.3125,38.86
22261,0,1,47,1,1.0,0,10.632942554049004,0.0,2,Warehouse,0.7698538984521915,0.23014610154780848,0.0,1,0,3.0,3.0,3035962.25,78.22
22264,0,1,42,1,1.0,0,10.592651811785132,0.0,1,Warehouse,1.0,0.0,0.0,0,0,2.0,2.0,752104.0,5.24
22312,0,1,18,0,1.0,0,10.328003371335093,9.653550746326605,2,Other,0.49058084772370486,0.10138670852956568,0.0,1,0,,62.79999999999999,1533245.75,38.52
22327,0,1,98,3,1.0,1,9.977156142461329,0.0,1,Other,1.0,0.0,0.0,1,0,,65.0,306911.0938,6.61
22332,0,1,94,3,1.0,1,10.308985993422082,0.0,2,Other,0.8609333333333333,0.0,0.0,1,0,,86.39999999999999,1094940.75,13.14
22420,0,1,80,3,1.0,1,10.311881700150172,0.0,1,Other,1.0155216538704424,0.0,0.0,0,0,,63.79999999999999,5274642.0,36.77
22438,0,1,47,1,1.0,0,10.607723030081495,0.0,1,Worship Facility,1.0,0.0,0.0,1,0,92.0,92.0,786253.6875,29.24
22440,0,1,26,1,1.0,0,10.064798252418377,0.0,1,Retail Store,1.0,0.0,0.0,1,0,53.0,52.99999999999999,1137967.5,13.29
22454,0,1,55,2,1.0,0,10.017753298664472,0.0,1,Retail Store,1.0288581623550401,0.0,0.0,1,0,82.0,82.0,1404253.75,31.79
22479,0,1,61,2,1.0,0,10.15979505022877,0.0,1,Supermarket / Grocery Store,1.005611020818822,0.0,0.0,1,0,35.0,35.0,8518313.0,237.54
22480,0,1,30,1,1.0,0,10.18074042949737,0.0,2,Small- and Mid-Sized Office,0.6353404827769146,0.36465951722308537,0.0,0,0,,72.2,1208035.375,8.42
22486,0,1,40,1,1.0,0,10.160452652325848,0.0,2,Small- and Mid-Sized Office,1.0,0.15468502262268455,0.0,1,0,88.0,88.0,858780.625,14.9
22502,0,1,48,1,1.0,0,10.150386692204734,0.0,2,Warehouse,0.8046875,0.1953125,0.0,1,0,1.0,1.0,1730600.625,34.26
22504,0,1,57,2,1.0,0,10.050613617426421,0.0,1,Other,0.4402434287194096,0.0,0.0,0,0,,47.800000000000004,222255.9063,1.55
22509,0,1,14,0,1.0,2,10.640292702435536,9.035986984831405,2,Small- and Mid-Sized Office,0.7989900440359946,0.20100995596400537,0.0,0,0,89.0,89.0,1294615.25,9.03
22511,0,1,62,2,1.0,0,10.948786964973817,0.0,1,Warehouse,1.0,0.0,0.0,1,0,71.0,71.0,1388345.125,37.49
22519,0,1,33,1,1.0,0,10.398519104003336,0.0,1,Retail Store,1.0,0.0,0.0,1,0,66.0,66.0,2017967.75,46.44
22547,0,1,42,1,1.0,0,10.341419850781794,0.0,1,Self-Storage Facility,1.0,0.0,0.0,0,0,,65.8,97690.39844,0.68
22548,0,1,107,4,1.0,0,10.595459042242352,0.0,1,Self-Storage Facility,1.0,0.0,0.0,0,0,,61.59999999999999,57133.19922,0.4
22574,0,1,61,2,1.0,1,9.90463689179265,0.0,1,Small- and Mid-Sized Office,1.0380581360503447,0.0,0.0,0,0,80.0,80.0,657385.8125,4.58
22577,0,1,62,2,1.0,1,10.505040141934996,0.0,2,Distribution Center,0.49945202476848044,0.47125869910680035,0.0,1,0,89.0,89.0,520011.8125,14.81
